name	uuid	numData	evaluationNoise	initPlasticity	plasticityDecay	numEpochs	updateAlgorithm	atDatum	errorRate	timeTaken
PFC_version04.txt	fff694a4-43e7-4240-9fbd-03b48e78a936	100000	1.0	1.0	0.5	4	AllUpHighDown	72500	0.5496	
PFC_version04.txt	fff694a4-43e7-4240-9fbd-03b48e78a936	100000	1.0	1.0	0.5	4	AllUpHighDown	35000	0.5244	
PFC_version04.txt	fff694a4-43e7-4240-9fbd-03b48e78a936	100000	1.0	1.0	0.5	4	AllUpHighDown	75000	0.5132	
PFC_version04.txt	fff694a4-43e7-4240-9fbd-03b48e78a936	100000	1.0	1.0	0.5	4	AllUpHighDown	37500	0.5236	
PFC_version04.txt	fff694a4-43e7-4240-9fbd-03b48e78a936	100000	1.0	1.0	0.5	4	AllUpHighDown	77500	0.5188	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	40000	0.5392	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	80000	0.5572	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	2500	0.5668	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	42500	0.5304	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	82500	0.5344	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	5000	0.5368	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	45000	0.5168	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	85000	0.552	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	7500	0.5392	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	47500	0.5456	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	87500	0.5312	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	10000	0.5148	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	50000	0.5776	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	90000	0.536	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	12500	0.5168	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	52500	0.5564	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	92500	0.5308	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	15000	0.5252	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	55000	0.538	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	95000	0.5316	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	17500	0.5292	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	57500	0.5312	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	97500	0.5172	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	20000	0.5416	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	60000	0.544	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	100000	0.5168	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	22500	0.5332	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	62500	0.5224	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	25000	0.5392	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	65000	0.5096	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	27500	0.5224	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	67500	0.5132	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	30000	0.5404	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	70000	0.548	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	32500	0.5232	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	72500	0.5264	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	35000	0.5284	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	75000	0.5264	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	37500	0.532	
PFC_version04.txt	fd804ff7-c3c6-4f06-8c66-d0d962402680	100000	1.0	1.0	0.5	4	AllUpHighDown	77500	0.5352	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	40000	0.5204	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	80000	0.5312	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	2500	0.5808	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	42500	0.5168	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	82500	0.526	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	5000	0.5356	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	45000	0.5464	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	85000	0.52	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	7500	0.5464	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	47500	0.5328	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	87500	0.5328	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	10000	0.538	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	50000	0.5096	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	90000	0.5028	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	12500	0.5216	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	52500	0.5196	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	92500	0.5116	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	15000	0.5332	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	55000	0.5172	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	95000	0.5064	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	17500	0.5424	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	57500	0.51	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	97500	0.5016	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	20000	0.5252	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	60000	0.5156	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	100000	0.514	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	22500	0.5344	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	62500	0.5328	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	25000	0.5296	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	65000	0.508	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	27500	0.5296	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	67500	0.5304	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	30000	0.5116	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	70000	0.5192	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	32500	0.538	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	72500	0.5	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	35000	0.52	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	75000	0.4968	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	37500	0.4912	
PFC_version04.txt	7f346cc4-67b8-40d3-9f22-eb2596150db9	100000	1.0	1.0	0.5	4	AllUpHighDown	77500	0.52	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	40000	0.5448	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	80000	0.55	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	2500	0.5788	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	42500	0.544	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	82500	0.5412	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	5000	0.5616	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	45000	0.5108	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	85000	0.5412	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	7500	0.5332	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	47500	0.5392	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	87500	0.5432	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	10000	0.5244	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	50000	0.5316	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	90000	0.5248	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	12500	0.5284	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	52500	0.5296	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	92500	0.5488	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	15000	0.5296	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	55000	0.532	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	95000	0.5332	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	17500	0.532	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	57500	0.544	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	97500	0.5316	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	20000	0.5344	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	60000	0.538	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	100000	0.524	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	22500	0.5408	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	62500	0.5392	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	25000	0.5232	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	65000	0.5252	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	27500	0.5392	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	67500	0.5672	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	30000	0.5436	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	70000	0.5348	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	32500	0.5528	
PFC_version04.txt	35f3c047-6421-4554-8f97-a49bb2759225	100000	1.0	1.0	0.5	4	AllUpHighDown	72500	0.5344	
